node1,http://id.nlm.nih.gov/mesh/D000440,http://id.nlm.nih.gov/mesh/D000441,http://id.nlm.nih.gov/mesh/D000442,http://id.nlm.nih.gov/mesh/D002087,http://id.nlm.nih.gov/mesh/D002211,http://id.nlm.nih.gov/mesh/D003511,http://id.nlm.nih.gov/mesh/D005227,http://id.nlm.nih.gov/mesh/D005229,http://id.nlm.nih.gov/mesh/D005231,http://id.nlm.nih.gov/mesh/D005232,http://id.nlm.nih.gov/mesh/D005233,http://id.nlm.nih.gov/mesh/D006538,http://id.nlm.nih.gov/mesh/D007851,http://id.nlm.nih.gov/mesh/D008610,http://id.nlm.nih.gov/mesh/D010421,http://id.nlm.nih.gov/mesh/D012967,http://id.nlm.nih.gov/mesh/D014631,http://id.nlm.nih.gov/mesh/D014635,http://id.nlm.nih.gov/mesh/D015248,http://id.nlm.nih.gov/mesh/D019850,http://id.nlm.nih.gov/mesh/D020001,http://id.nlm.nih.gov/mesh/D020002,http://id.nlm.nih.gov/mesh/D020003,http://id.nlm.nih.gov/mesh/D020148
http://id.nlm.nih.gov/mesh/D000440,1.0,0.7,0.7,0.3429999999999999,0.24009999999999995,0.48999999999999994,0.48999999999999994,0.3429999999999999,0.48999999999999994,0.48999999999999994,0.7,0.48999999999999994,0.7,0.3429999999999999,0.24009999999999995,0.48999999999999994,0.3429999999999999,0.16806999999999994,0.16806999999999994,0.7,0.7,0.7,0.48999999999999994,0.24009999999999995
http://id.nlm.nih.gov/mesh/D000441,0.7,1.0,0.7,0.3429999999999999,0.24009999999999995,0.7,0.48999999999999994,0.3429999999999999,0.48999999999999994,0.48999999999999994,0.7,0.48999999999999994,0.7,0.48999999999999994,0.24009999999999995,0.48999999999999994,0.3429999999999999,0.16806999999999994,0.16806999999999994,0.7,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.24009999999999995
http://id.nlm.nih.gov/mesh/D000442,0.7,0.7,1.0,0.3429999999999999,0.24009999999999995,0.48999999999999994,0.48999999999999994,0.3429999999999999,0.48999999999999994,0.48999999999999994,0.7,0.48999999999999994,0.7,0.3429999999999999,0.24009999999999995,0.48999999999999994,0.3429999999999999,0.16806999999999994,0.16806999999999994,0.7,0.48999999999999994,0.48999999999999994,0.7,0.24009999999999995
http://id.nlm.nih.gov/mesh/D002087,0.3429999999999999,0.3429999999999999,0.3429999999999999,1.0,0.3429999999999999,0.3429999999999999,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.7,0.3429999999999999,0.48999999999999994,0.3429999999999999,0.24009999999999995,0.48999999999999994,0.3429999999999999,0.7,0.3429999999999999,0.3429999999999999,0.3429999999999999,0.3429999999999999,0.3429999999999999,0.3429999999999999,0.7
http://id.nlm.nih.gov/mesh/D002211,0.24009999999999995,0.24009999999999995,0.24009999999999995,0.3429999999999999,1.0,0.24009999999999995,0.3429999999999999,0.7,0.48999999999999994,0.3429999999999999,0.24009999999999995,0.3429999999999999,0.24009999999999995,0.24009999999999995,0.3429999999999999,0.24009999999999995,0.3429999999999999,0.24009999999999995,0.24009999999999995,0.24009999999999995,0.24009999999999995,0.24009999999999995,0.24009999999999995,0.3429999999999999
http://id.nlm.nih.gov/mesh/D003511,0.48999999999999994,0.7,0.48999999999999994,0.3429999999999999,0.24009999999999995,1.0,0.3429999999999999,0.3429999999999999,0.3429999999999999,0.3429999999999999,0.48999999999999994,0.3429999999999999,0.48999999999999994,0.7,0.24009999999999995,0.48999999999999994,0.3429999999999999,0.16806999999999994,0.16806999999999994,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.24009999999999995
http://id.nlm.nih.gov/mesh/D005227,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.3429999999999999,0.3429999999999999,1.0,0.48999999999999994,0.7,0.7,0.7,0.7,0.48999999999999994,0.24009999999999995,0.3429999999999999,0.3429999999999999,0.48999999999999994,0.24009999999999995,0.24009999999999995,0.48999999999999994,0.3429999999999999,0.3429999999999999,0.3429999999999999,0.3429999999999999
http://id.nlm.nih.gov/mesh/D005229,0.3429999999999999,0.3429999999999999,0.3429999999999999,0.48999999999999994,0.7,0.3429999999999999,0.48999999999999994,1.0,0.7,0.48999999999999994,0.3429999999999999,0.48999999999999994,0.3429999999999999,0.24009999999999995,0.3429999999999999,0.3429999999999999,0.48999999999999994,0.24009999999999995,0.24009999999999995,0.3429999999999999,0.3429999999999999,0.3429999999999999,0.3429999999999999,0.3429999999999999
http://id.nlm.nih.gov/mesh/D005231,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.3429999999999999,0.7,0.7,1.0,0.7,0.48999999999999994,0.7,0.48999999999999994,0.24009999999999995,0.3429999999999999,0.3429999999999999,0.48999999999999994,0.24009999999999995,0.24009999999999995,0.48999999999999994,0.3429999999999999,0.3429999999999999,0.3429999999999999,0.3429999999999999
http://id.nlm.nih.gov/mesh/D005232,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.7,0.3429999999999999,0.3429999999999999,0.7,0.48999999999999994,0.7,1.0,0.48999999999999994,0.7,0.48999999999999994,0.24009999999999995,0.48999999999999994,0.3429999999999999,0.7,0.3429999999999999,0.3429999999999999,0.48999999999999994,0.3429999999999999,0.3429999999999999,0.3429999999999999,0.48999999999999994
