node1,http://id.nlm.nih.gov/mesh/D000348,http://id.nlm.nih.gov/mesh/D002338,http://id.nlm.nih.gov/mesh/D002953,http://id.nlm.nih.gov/mesh/D003572,http://id.nlm.nih.gov/mesh/D009183,http://id.nlm.nih.gov/mesh/D010860,http://id.nlm.nih.gov/mesh/D012176,http://id.nlm.nih.gov/mesh/D014118,http://id.nlm.nih.gov/mesh/D014212,http://id.nlm.nih.gov/mesh/D015474,http://id.nlm.nih.gov/mesh/D015638,http://id.nlm.nih.gov/mesh/D016604
http://id.nlm.nih.gov/mesh/D000348,1.0,0.3429999999999999,0.7,0.7,0.48999999999999994,0.3429999999999999,0.3429999999999999,0.3429999999999999,0.24009999999999995,0.24009999999999995,0.48999999999999994,0.48999999999999994
http://id.nlm.nih.gov/mesh/D002338,0.3429999999999999,1.0,0.3429999999999999,0.3429999999999999,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.3429999999999999,0.3429999999999999,0.24009999999999995,0.24009999999999995
http://id.nlm.nih.gov/mesh/D002953,0.7,0.3429999999999999,1.0,0.7,0.48999999999999994,0.3429999999999999,0.3429999999999999,0.3429999999999999,0.24009999999999995,0.24009999999999995,0.48999999999999994,0.48999999999999994
http://id.nlm.nih.gov/mesh/D003572,0.7,0.3429999999999999,0.7,1.0,0.48999999999999994,0.3429999999999999,0.3429999999999999,0.3429999999999999,0.24009999999999995,0.24009999999999995,0.48999999999999994,0.48999999999999994
http://id.nlm.nih.gov/mesh/D009183,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.48999999999999994,1.0,0.48999999999999994,0.3429999999999999,0.48999999999999994,0.24009999999999995,0.24009999999999995,0.3429999999999999,0.3429999999999999
http://id.nlm.nih.gov/mesh/D010860,0.3429999999999999,0.48999999999999994,0.3429999999999999,0.3429999999999999,0.48999999999999994,1.0,0.3429999999999999,0.7,0.24009999999999995,0.24009999999999995,0.24009999999999995,0.24009999999999995
http://id.nlm.nih.gov/mesh/D012176,0.3429999999999999,0.48999999999999994,0.3429999999999999,0.3429999999999999,0.3429999999999999,0.3429999999999999,1.0,0.3429999999999999,0.48999999999999994,0.48999999999999994,0.24009999999999995,0.24009999999999995
http://id.nlm.nih.gov/mesh/D014118,0.3429999999999999,0.48999999999999994,0.3429999999999999,0.3429999999999999,0.48999999999999994,0.7,0.3429999999999999,1.0,0.24009999999999995,0.24009999999999995,0.24009999999999995,0.24009999999999995
http://id.nlm.nih.gov/mesh/D014212,0.24009999999999995,0.3429999999999999,0.24009999999999995,0.24009999999999995,0.24009999999999995,0.24009999999999995,0.48999999999999994,0.24009999999999995,1.0,0.7,0.24009999999999995,0.24009999999999995
http://id.nlm.nih.gov/mesh/D015474,0.24009999999999995,0.3429999999999999,0.24009999999999995,0.24009999999999995,0.24009999999999995,0.24009999999999995,0.48999999999999994,0.24009999999999995,0.7,1.0,0.24009999999999995,0.24009999999999995
http://id.nlm.nih.gov/mesh/D015638,0.48999999999999994,0.24009999999999995,0.48999999999999994,0.48999999999999994,0.3429999999999999,0.24009999999999995,0.24009999999999995,0.24009999999999995,0.24009999999999995,0.24009999999999995,1.0,0.48999999999999994
http://id.nlm.nih.gov/mesh/D016604,0.48999999999999994,0.24009999999999995,0.48999999999999994,0.48999999999999994,0.3429999999999999,0.24009999999999995,0.24009999999999995,0.24009999999999995,0.24009999999999995,0.24009999999999995,0.48999999999999994,1.0
