node1,http://id.nlm.nih.gov/mesh/D002211,http://id.nlm.nih.gov/mesh/D006538,http://id.nlm.nih.gov/mesh/D008610,http://id.nlm.nih.gov/mesh/D012967,http://id.nlm.nih.gov/mesh/D014635,http://id.nlm.nih.gov/mesh/D015248,http://id.nlm.nih.gov/mesh/D019850,http://id.nlm.nih.gov/mesh/D020001,http://id.nlm.nih.gov/mesh/D020002,http://id.nlm.nih.gov/mesh/D020003,http://id.nlm.nih.gov/mesh/D020148
http://id.nlm.nih.gov/mesh/D002211,1.0,0.3429999999999999,0.24009999999999995,0.24009999999999995,0.24009999999999995,0.24009999999999995,0.24009999999999995,0.24009999999999995,0.24009999999999995,0.24009999999999995,0.3429999999999999
http://id.nlm.nih.gov/mesh/D006538,0.3429999999999999,1.0,0.24009999999999995,0.3429999999999999,0.24009999999999995,0.24009999999999995,0.48999999999999994,0.3429999999999999,0.3429999999999999,0.3429999999999999,0.3429999999999999
http://id.nlm.nih.gov/mesh/D008610,0.24009999999999995,0.24009999999999995,1.0,0.3429999999999999,0.16806999999999994,0.16806999999999994,0.3429999999999999,0.3429999999999999,0.3429999999999999,0.3429999999999999,0.24009999999999995
http://id.nlm.nih.gov/mesh/D012967,0.24009999999999995,0.3429999999999999,0.3429999999999999,1.0,0.16806999999999994,0.16806999999999994,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.24009999999999995
http://id.nlm.nih.gov/mesh/D014635,0.24009999999999995,0.24009999999999995,0.16806999999999994,0.16806999999999994,1.0,0.7,0.16806999999999994,0.16806999999999994,0.16806999999999994,0.16806999999999994,0.3429999999999999
http://id.nlm.nih.gov/mesh/D015248,0.24009999999999995,0.24009999999999995,0.16806999999999994,0.16806999999999994,0.7,1.0,0.16806999999999994,0.16806999999999994,0.16806999999999994,0.16806999999999994,0.3429999999999999
http://id.nlm.nih.gov/mesh/D019850,0.24009999999999995,0.48999999999999994,0.3429999999999999,0.48999999999999994,0.16806999999999994,0.16806999999999994,1.0,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.24009999999999995
http://id.nlm.nih.gov/mesh/D020001,0.24009999999999995,0.3429999999999999,0.3429999999999999,0.48999999999999994,0.16806999999999994,0.16806999999999994,0.48999999999999994,1.0,0.7,0.48999999999999994,0.24009999999999995
http://id.nlm.nih.gov/mesh/D020002,0.24009999999999995,0.3429999999999999,0.3429999999999999,0.48999999999999994,0.16806999999999994,0.16806999999999994,0.48999999999999994,0.7,1.0,0.48999999999999994,0.24009999999999995
http://id.nlm.nih.gov/mesh/D020003,0.24009999999999995,0.3429999999999999,0.3429999999999999,0.48999999999999994,0.16806999999999994,0.16806999999999994,0.48999999999999994,0.48999999999999994,0.48999999999999994,1.0,0.24009999999999995
http://id.nlm.nih.gov/mesh/D020148,0.3429999999999999,0.3429999999999999,0.24009999999999995,0.24009999999999995,0.3429999999999999,0.3429999999999999,0.24009999999999995,0.24009999999999995,0.24009999999999995,0.24009999999999995,1.0
