node1,http://id.nlm.nih.gov/mesh/D000180,http://id.nlm.nih.gov/mesh/D001704,http://id.nlm.nih.gov/mesh/D002686,http://id.nlm.nih.gov/mesh/D008768,http://id.nlm.nih.gov/mesh/D010969,http://id.nlm.nih.gov/mesh/D011108,http://id.nlm.nih.gov/mesh/D011109,http://id.nlm.nih.gov/mesh/D011145,http://id.nlm.nih.gov/mesh/D011205,http://id.nlm.nih.gov/mesh/D011206,http://id.nlm.nih.gov/mesh/D012117,http://id.nlm.nih.gov/mesh/D020366,http://id.nlm.nih.gov/mesh/D048271
http://id.nlm.nih.gov/mesh/D000180,1.0,0.3429999999999999,0.3429999999999999,0.3429999999999999,0.3429999999999999,0.24009999999999995,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.3429999999999999,0.48999999999999994,0.24009999999999995,0.3429999999999999
http://id.nlm.nih.gov/mesh/D001704,0.3429999999999999,1.0,0.48999999999999994,0.16806999999999994,0.7,0.48999999999999994,0.24009999999999995,0.48999999999999994,0.3429999999999999,0.24009999999999995,0.48999999999999994,0.11764899999999996,0.3429999999999999
http://id.nlm.nih.gov/mesh/D002686,0.3429999999999999,0.48999999999999994,1.0,0.16806999999999994,0.48999999999999994,0.3429999999999999,0.24009999999999995,0.48999999999999994,0.3429999999999999,0.24009999999999995,0.48999999999999994,0.11764899999999996,0.48999999999999994
http://id.nlm.nih.gov/mesh/D008768,0.3429999999999999,0.16806999999999994,0.16806999999999994,1.0,0.16806999999999994,0.11764899999999996,0.48999999999999994,0.24009999999999995,0.24009999999999995,0.24009999999999995,0.24009999999999995,0.48999999999999994,0.16806999999999994
http://id.nlm.nih.gov/mesh/D010969,0.3429999999999999,0.7,0.48999999999999994,0.16806999999999994,1.0,0.48999999999999994,0.24009999999999995,0.48999999999999994,0.3429999999999999,0.24009999999999995,0.48999999999999994,0.11764899999999996,0.3429999999999999
http://id.nlm.nih.gov/mesh/D011108,0.24009999999999995,0.48999999999999994,0.3429999999999999,0.11764899999999996,0.48999999999999994,1.0,0.16806999999999994,0.3429999999999999,0.24009999999999995,0.16806999999999994,0.3429999999999999,0.08235429999999996,0.24009999999999995
http://id.nlm.nih.gov/mesh/D011109,0.48999999999999994,0.24009999999999995,0.24009999999999995,0.48999999999999994,0.24009999999999995,0.16806999999999994,1.0,0.3429999999999999,0.3429999999999999,0.3429999999999999,0.3429999999999999,0.3429999999999999,0.24009999999999995
http://id.nlm.nih.gov/mesh/D011145,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.24009999999999995,0.48999999999999994,0.3429999999999999,0.3429999999999999,1.0,0.48999999999999994,0.3429999999999999,0.7,0.16806999999999994,0.3429999999999999
http://id.nlm.nih.gov/mesh/D011205,0.48999999999999994,0.3429999999999999,0.3429999999999999,0.24009999999999995,0.3429999999999999,0.24009999999999995,0.3429999999999999,0.48999999999999994,1.0,0.48999999999999994,0.48999999999999994,0.16806999999999994,0.3429999999999999
http://id.nlm.nih.gov/mesh/D011206,0.3429999999999999,0.24009999999999995,0.24009999999999995,0.24009999999999995,0.24009999999999995,0.16806999999999994,0.3429999999999999,0.3429999999999999,0.48999999999999994,1.0,0.3429999999999999,0.16806999999999994,0.24009999999999995
http://id.nlm.nih.gov/mesh/D012117,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.24009999999999995,0.48999999999999994,0.3429999999999999,0.3429999999999999,0.7,0.48999999999999994,0.3429999999999999,1.0,0.16806999999999994,0.3429999999999999
http://id.nlm.nih.gov/mesh/D020366,0.24009999999999995,0.11764899999999996,0.11764899999999996,0.48999999999999994,0.11764899999999996,0.08235429999999996,0.3429999999999999,0.16806999999999994,0.16806999999999994,0.16806999999999994,0.16806999999999994,1.0,0.11764899999999996
http://id.nlm.nih.gov/mesh/D048271,0.3429999999999999,0.3429999999999999,0.48999999999999994,0.16806999999999994,0.3429999999999999,0.24009999999999995,0.24009999999999995,0.3429999999999999,0.3429999999999999,0.24009999999999995,0.3429999999999999,0.11764899999999996,1.0
